Date,Site,VidFile,Camera,VidRecord,Timestamp,Species,Count
15/11/2019,North3,GP015241,3,CC,4:42,Scarus rivulatus,1
15/11/2019,North3,GP015241,3,CB,5:28,Ctenochaetus striatus,1
15/11/2019,North3,GP015241,3,CC,5:32,Acanthurus nigrofuscus,1
15/11/2019,North3,GP015241,3,CC,5:38,Ctenochaetus striatus,1
15/11/2019,North3,GP015241,3,CC,5:42,Ctenochaetus striatus,1
15/11/2019,North3,GP015241,3,CC,5:47,Acanthuridae,1
15/11/2019,North3,GP015241,3,CB,6:10,Acanthurus nigrofuscus,1
15/11/2019,North3,GP015241,3,CB,6:11,Acanthurus nigricauda,1
15/11/2019,North3,GP015241,3,CC,6:17,Ctenochaetus striatus,1
15/11/2019,North3,GP015241,3,CC,6:23,Scarus flavipectoralis ,1
15/11/2019,North3,GP015241,3,CC,6:34,Thalassoma hardwicke,1
15/11/2019,North3,GP015241,3,CC,6:39,Acanthurus nigrofuscus,1
15/11/2019,North3,GP015241,3,CB,6:51,Scarus niger,1
15/11/2019,North3,GP015241,3,CC,7:07,Scarus niger,1
15/11/2019,North3,GP015241,3,CB,7:15,Ctenochaetus striatus,1
15/11/2019,North3,GP015241,3,CC,7:59,Halichoeres nebulosus,1
15/11/2019,North3,GP015241,3,CB,8:59,Hemigymnus melapterus ,1
15/11/2019,North3,GP015241,3,CC,8:57,Thalassoma hardwicke,2
15/11/2019,North3,GP015241,3,CC,9:00,Naso lituratus,1
15/11/2019,North3,GP015241,3,CB,9:04,Scarus globiceps ,2
15/11/2019,North3,GP015241,3,CC,9:08,Scarus schlegelii,1
15/11/2019,North3,GP015241,3,CC,9:08,Scarus frenatus,1
15/11/2019,North3,GP015241,3,CC,9:11,Scarus niger,1
15/11/2019,North3,GP015241,3,CB,9:12,Scarus sp,1
15/11/2019,North3,GP015241,3,CB,9:16,Zebrasoma scopas,1
15/11/2019,North3,GP015241,3,CC,9:18,Sufflamen chrysopterum,1
15/11/2019,North3,GP015241,3,CC,9:59,Thalassoma nigrofasciatum,1
